,recordid,content,attitude
802,200449,人类活该人类是该为自己所做的一切付代价了如果哪天真的因为气候变化导致人类灭绝那也完全是人类自己咎由自取自取灭亡。,1
803,200451,现实魔幻,4
804,200452,据说全球变暖不仅仅是工业污染火山爆发等，还因为北极冰封下的甲烷，也就是可燃冰，甲烷是个消耗品，挥发后离开大气层，导致地球短时间内气候变暖，当甲烷用完，地球少了个持续发热机，再加上臭氧破坏，大气不再保暖，冰川融化导致海水面积增大使云层增多，说不定就会常年下雨呢，参考芳斯塔芙的鬼谷说里的什么什么洪积事件，也是因为常年全球火山喷发导致二氧化碳等剧增，造成温室效应，缺少阳光使植物锐减，淘汰大批古植物，所以我们现在还是大多是裸子植物与被子植物,3
805,200453,偏题了,4
806,200485,温室效应导致冰期。逻辑就是，温室效应导致冰川融化，间接改变洋流，一旦地球结冰超过某临界值，大地反射就会超过加热，冰期就来临了。,1
807,200489,庚子年的能量模式就是【动荡的】【不安的】【集中式爆发的】，只不过不同的时代会以不同的事件体现出来罢了,4
808,200494,人类只有掌握了可控核聚变才能初步解决能源问题，抗衡气候变化，这才是未来的出路，下一次工业革命就是能源革命，我们需要为之努力。,1
809,200498,全球变暖导致南极冰雪融化，南极失去冰箱作用然后不能制冷。全球进一步变暖干旱，后面想不到了,1
810,200500,二〇二〇最大灾难是本大爷引起的！因为我无意间说了一句，一切都毁灭吧！结果诅咒真的实现了！,4
811,200506,死就死吧，反正我活的生不如死,2
812,200509,都2020年了，为什么还有很多人死都不相信外星人的存在！！为什么,4
813,200513,其实我觉得人类即使受自然灭绝了，也不可怕，因为死亡也就是瞬间，死了之后谁也不知道，反正又没感觉了，你的痛惜，焦虑，绝望，也会随着时间烟消云散，化为乌有，留下一点点足迹，就像人类发现化石，去解开过去的奥秘之，如果没有像人类这样新的高等生物出现，我们相当于也不存在，因为没有发现，没有研究，你就相当于不存在，虽然实际你存在过，但是世界并不知道你，那么你也只会是虚无的,2
814,200516,人类已经没有机会了,3
815,200519,其实简而言之就是，营销号们给地球套丝袜了，之前拿韭菜水洗了好几遍，还抹上了咸盐、酒精，碱面，花露水，然后顺带还给地球吃了点从穿旧的皮鞋里边种出来的大蒜，从用过的口罩里边种出来的蘑菇，还有用过期牛奶种出来的大豆，他们感觉还是没有什么改观，所以就又给地球用了一下微波炉改造的手机，进过水用电饭煲烘干过的那种，顺便还哄了些爆米花。,4
816,197312,首页通知书,4
817,197316,六千假粉,4
818,197373,我可是看着你从几百粉丝涨到现在的，一个投稿6000多粉，看来火起来指日可待,4
819,197380,电影《后天》中就是温室效应导致的全球迅速降温，历史各种不好事件的原因都源于气候灾害资源缺乏，所以发展科技尤其是能源科技是必须的,1
820,197394,灭绝吧 我反正找不到对象了,4
821,197486,温室效应是因为二氧化碳多了，二氧化碳多了是因为人太多了，人太多了是因为粮食种太多了，粮食多了是因为耕地面积大了，耕地面积大是因为陆地太大了，所以解决办法就是：温室效应，冰川融化，淹没陆地，人类生活面积减少，人类数量减少甚至灭绝，地球慢慢恢复，新物种诞生。,2
822,197499,人类驯化的第一株植物不应该是豌豆射手吗,4
823,197512,如果地球气候相当于免疫系统，我们人类相当于病毒。我们就得适当搞点破坏，让这个免疫系统别那么强。,2
824,197516,弱小和无知不是生存的障碍，傲慢才是,1
825,197535,享受现在，把握未来吧。与其担心还不如享受起来，做点力所能及的贡献，就比如低碳环保。人类的未来要由自己把握。,1
826,197584,我们，现在反思还来得及,1
827,197616,有没有大佬解释一下，为什么温室效应是冰川期的前兆。up视频中所说的冰水涌入大西洋——我可以理解这会带来局部干冷，但不懂为什么总体温室气体上升的地球会因为冰川融水阻隔暖流而变冷。,3
828,197648,弹幕里那些说进化论假的，现代进化论主要证据在于对基因的研究，在于遗传学的发现还有大量的从各地出土的化石作为证据，这都是铁证，求求你们把这些推翻好不好？？？有人能推翻吗？没有就别在这显摆自己从地摊文学小说或者营销号里学来的东西，还推翻进化论，有哪个现代的科学大拿说过？？没有啥科学基础就凭一个大脑在那想啥就是啥了？,4
829,197662,我觉得无论怎么保护环境，现阶段人类发展和环境恶化都是不可调和的。恶化只是时间问题，最终都是想出另一个方式延续人类文明。究竟是延缓恶化同时延缓发展并延缓文明升级的时间，还是加速这一进程，都只是人类利益最大化的博弈。那么地球能不能破坏，当然可以，人类一旦有第二个星球，地球毁灭又如何？人类历史对此已经有无数证明了，不要把自己想得太高尚。所以问题最终其实是要不要加速发展科技，同时也要承认现阶段发展科技必然破坏环境，因为科技是一个复杂事件，包含了经济政治能源人口等等变量，不破坏环境就想发展科技过于幼稚。那么究竟该不该加速发展，我认为该，当然我根本没有资格认为，但假如我有资格，那么我认为该。,2
830,197666,人类需要直面气候变化，迎接灭绝，而不是妄图阻止气候变化苟延残喘。物竞天择，适者生存，优胜劣汰。不破不立，只有大灭绝才能迎来新一轮的进化。实际上，自人类出现以前，我们就已经处于新一轮强度比白垩纪晚期大灭绝更加严重的大灭绝事件，就目前来看，这次大灭绝的强度极有可能超过历史上最利害的导致96%物种灭绝的二叠纪大灭绝事件。这在人类出现以前就已经产生了，而那个时候，原始人类是根本没有能力对地球的大气候造成什么严重干涉影响的→实际上我们人类就是大灭绝之中诞生的一个崭新的物种，我们才是物种演化的新方向，那些古老时代的孑余，就应该随着旧时代的终结而退场。纵观合弓纲的进化历史告诉我们，新的物种会很快产生分野，从旧的肉食种里分化出素食种，然后分野出植食动物种群和掠食动物种群，然后植食动物和大部分肉食动物灭绝，然后从剩下的肉食者里继续分野出植食种群和肉食种群，周而复始。实际上分化已经开始→我们晚期智人亚种现在已经开始分化出继续维持吃肉或杂食的掠食群体，和一群叫做素食主义者的奇葩,2
831,197669,看似很有内容实则没有什么干货,4
832,197705,首页通知 我是老粉,4
833,197752,赶上新鲜出炉了吗,4
834,197753,所以...愚蠢的人类终将灭亡？,3
835,197758,这口音太搞了,4
836,197759,尽管科技的发展，人类已经掌控了一些，改变局部地区气候的手段，但对于全球气候的变化依旧无能为力。而未来气候变化，仍将是影响人类命运的重要因素，人类与气候共同书写的文明史，是否还能延续？,3
837,197765,《三体》里，三体人冒死寻找适合栖息的星球，根本原因就在于他们星球没有稳定的气候，一次次的死里逃生，整个种族危如累卵。,3
838,311652,美国狗去死吧！精美的人来杠！,2
839,311663,说一个题外话，我刚刚一直很认真的看华姐讲话，然后闭上眼睛就能看到华姐，好神奇！,4
840,311677,把蓬佩奥拉入黑名单,4
841,378563,不管这个视频讲的是啥，我一看开头的柴静啊，就想到了回形针。,2
842,378572,瞎说，明明是因为肉蛋奶,2
843,378579,不记得在哪看到一篇文章，好像提到靠种树吸收全部碳排来达到碳中和是基本不可能的。国内碳排放大头是电力，也就是火电，新能源对环境是友好但是不稳定，在全国发电量占比太小了，我觉得还是发展核电比较好 最近不是和毛子签了个核电项目嘛，希望能加大力度,3
844,378583,520，基德更视频了，他还是爱我的,4
845,378594,全球变暖是公知的老第一战线了,2
846,378598,中国是2到个5的总和是没错，但是别忘了，我们是为世界很多人生产商品的，发达国家享受着我们的廉价高质商品，就花那么几张印出来的美元,3
847,378669,当二氧化碳的浓度上升，蓝藻和绿色植物的光合作用速度应该也会上升，这意味只需要种更少的树就可以抑制二氧化碳继续上升，自然界应该会在另一个位置达到新的动态平衡。当然前提是没彻底翻车，冰川彻底融化、海底可燃冰的甲烷释放出来就会导致地球气温暴增。我觉得自然界对二氧化碳变多应该是欣喜若狂，意味着更多的碳进入了生态循环，至于人类灭绝不灭绝根本不关它的事，而人类因宗教政治资本等等问题根本不可能联合起来，只会一起往翻车的路上不停得踩油门，全看自然界它的平衡机制了。,3
848,378681,"《穹顶之下》 纪绿片播放时,时间进程己经是我国大气治理中期了但2015年确实是我国环境形势最恶劣的一年随着环保投入力度持续增强，我国环境已明显改善。但这不代表环境已经非常好了。《穹顶之下》 的诞生是必然的。近十年，我国节能环保取得的成果和进步不能忽视。",1
849,378688,没人知道博世吗。。粘一段百科博世集团是德国的工业企业之一，从事汽车与智能交通技术、工业技术、消费品和能源及建筑技术的产业，由罗伯特·博世于1886年创办，总部设在德国南部斯图加特市。我个人接触到的就是他家的手持工具，比如角磨机这些，还有汽车里的蓄电池。感觉稍微干过点机械有关的活都要知道点这家公司。,4
850,378696,从小号那过来的，关注了,4
851,378702,全球变暖主要原因是碳排放还是太阳影响的原因？我没研究过，不懂，但是保护环境确实是需要的，不说变暖的，单单就是生活水平高了想要好环境这么自私的原因就够了,1
852,378711,事实就是，人类舍不得高水平的生活方式。等曼哈顿、洛杉矶、威尼斯、上海被海浪吞噬，数千万人乃至上亿人被迫迁移，才会真正开始保护环境，这就叫不见棺材不落泪。,1
853,378734,毛子本来不加入阻止全球变暖的，以为冻土变良田啊，好事啊。但是真变暖了发现是冻土变沼泽，基建全报废，现在也加入了,3
854,378755,UP讲得很全面，我只补充一点：中国是世界工厂，承担了世界上相当大比例的工业品的制造，如果没有这些工业品，西方发达国家尤其是像美国这样产业高度空心化靠金融敛财买工业品的国家的人能过得这么舒坦？让工业国家跟金融国家遵循同样的排放标准是不合理的。所以，要控制碳排放，不但要讲人均，更要建立碳追踪体系，在哪儿排的不重要，重要的是在哪儿消耗的，这才是真正的人权平等（多说一句，现在中国产业工人辛辛苦苦造东西，金融化国家通过金融体系敛财买东西已经够不公平的了）。当然，这并不是说我们不该搞减排环保，作为世界第一大工业国，咱们在生产端搞节能减排的重要性丝毫不亚于那些工业品净消费国在消费端的节约，咱们在生产上的节能减排不但对世界有益，对咱们自己的环境也很重要，但是，不搞碳追踪、让中国这样的工业品净生产国跟工业品净消费国买碳证，那是痴心妄想！,3
855,378763,作为一个普通人，没有什么数据证明，但是也能感到全球真的在变暖，我在东北，记得在小时候，夏天最热的时候，普遍温度在27-28左右，每一年的夏天最热的时段，会有一两天最多，能达到31-32度，那时候人们会说，这也太热了，离谱，但是最近几年，轻轻松松30多度，最热的时候基本都在30之上，最高温度也达到过36度，太离谱了,1
856,378771,研究生论文做的就是这个，其实在2010年对比工业革命前（1861-1890）全球平均气温已经上涨了0.5度，这并不是空穴来风，按照我的废柴数据分析，如果全球各地还是接着奏乐接着舞，差不多在2060-2080期间就要上涨3度。可能大家并不会说体会到平均45度的夏天，但会明显感觉极端天气频率增多，例如什么50年一遇的特大洪水年年来，广州夏天下雪（并不是有冤案）。个人层面做不了太多，但是国家在推进的时候配合好，可能有不方便，但是这个2080说不定大家还活着，不为了下一代也为了自己一个安稳吧。,1
857,378796,有趣的是，我国历史上比较温暖的时期都是强盛的帝国时期，而寒冷时相对混乱一些。,4
858,378801,《 全 球 变 暖 的 五 层 饼 》1.全球变暖是事实。人类活动是造成20世纪中叶以来气候变化的主要原因（概率大于95%）2.地球本来就有冷热交替的规律。我们现在处于间冰期中，并且处于热的顶点，马上就要冰河时期了。3.第二层是半瓶子水。2019年二氧化碳浓度飙升到415ppm啦，200万年来前无古人，人类就是破坏大环境的人。目前不是考虑冰期问题，而是未来一两百年城市是否会被水淹，几亿人无家可归。按照目前的协定，到2100年全球将会变暖2.9到3.4度，全球变暖不是未来问题，而是迫在眉睫，得开始行动了。4.全球变暖有政/治因素。目前的科学对气候预测极不准确，也不存在一个脱离了政/治的气候科学。对很多人来说，气候问题不只是气候，还是一个职业、金钱和权力问题。仅仅因模型预测停下发展脚步才是真傻。5.政/治因素不妨碍我们阻止气候变暖。我们要努力把气候控制在稳定的波动上，不要失控或进入冰期，这是共识。中国已经在大力搞减排发展新能源技术。碳中和就是通过植树造林或新能源技术把大气的碳吸取存起来。中国预计在2060年达到碳中和。博世（品牌广告）通过碳中和大搞节能项目，符合政/策，将会快速推广，是本土企业的榜样。,1
859,378823,第六层：偷换概念，把“温室气体”偷换成“二氧化碳”。只讲碳排放，不讲甲烷排放。,3
860,378846,尼古拉斯凯奇演电影的逐年票房曲线 和 非洲因饥饿而死的逐年饿死曲线 惊人的相似。于是好莱坞大公司说：我们是仁慈的我们是有社会责任心的，所以为了不让非洲人饿死，我们拒绝尼古拉斯凯奇演电影。,4
861,378849,个人很喜欢刘慈欣的观点：环保只是饮鸩止渴，不赶在环境毁灭之前走出地球无疑是死路一条，现在对于环保的投入如果能放到宇航和工业上可能活下去的希望更大。可能大刘的看法很偏激也不科学，但我还是很认同,3
862,378866,小的时候，太阳真的没有这么毒。现在中午去去外面都要晒死,1
863,378883,是真的越来越热了   一滴雨都没有下,1
864,378894,当初上学，学校给每个班都放了《穹顶之下》，学校当初可能还当成教育片吧没过两天我就看到这视频被禁了，小时候不懂为什么这种环保视频也要被禁，是不是动了坏人的蛋糕长大后才明白，原来有种外国人叫公知，这视频也不是为了环保,2
865,378899,大约1000年和更早以前，中国气候比现在暖2℃以上，因为温度高降水充沛，那时黄土高原是葱绿的森林，所以中原才一直是中国的中心。直到明末进入小冰河才降温，造成了粮食大减产，成为明朝灭亡的因素之一。所以我觉得，全球变暖并非一定是坏事，对于北方绝对是好事，对于南方地区有些会形成内涝，洞庭湖可能重新成为中国第一大淡水湖。所以与其强行减缓变暖，不如想想如何在变暖以后利用优势，减少损失。顺天而行才是智慧。至于跟着西方媒体叫嚷环保，那就是真是蠢了。,2
866,378903,听说你拿日本? ? 人的钱了，二条，作为老粉真的是看着你起高楼，看着你楼塌了，希望你踏实一点，不要在错误的路上错下去,4
867,378927,插个眼，未来几年气候会变冷而不是变暖。,2
868,379166,四年前大一时，我的博士高数老师和我们大班说全球变暖就是个骗局,2
869,379179,减排说实话没太大用，所谓发展的问题用发展来解决才是正道，现在这些限制碳排放的举措更多是纯粹的无奈之举，真正要干的是工业化固碳手段,3
870,379191,1，全球变暖没问题2，碳排放多也没问题3，碳排放=全球变暖吗？，在一些实验中实际是相反的结果,3
871,379210,咋光关注碳排放不关注下日本的核废水啊？,4
872,379224,中国传统形态便是人与自然和谐共处。这是为什么中国的环保事业，在有了资金的情况下，还能在不干扰宏观发展的前提下进行积极新能源的探索，并使其实践，再超越美国,1
873,379233,我有一计，在南极和北极开展造冰山工程！通过水泵引水在南北极制造冰上，降低海平面！冰山越多，温度越低或者说保持低温时间越长！温度越低越有利造冰山！完美循环！最后造出一个冰河期！淦,3
874,379255,我勒个擦！ 基德竟然是二条……我才发现！,4
875,379267,先关停比特币挖矿再说，这玩意比啥都浪费，挖出的东西还没有意义,4
876,379279,主要地球上过去的冷热冷热交替，每一次的峰谷变化基本都是一次生物史上有名有姓的灭绝事件，那些提“自然规律”的朋友好好想想自己能不能经受的起吧,1
877,379284,全球变暖涉及的问题很复杂，但全球整体变暖的趋势倒的确是真的，这点不容忽视全球变暖，寒潮为何变更多？,1
878,379288,人类竟然改造了地球！ 除了让物种消灭这种大多数霸主能做到的事！ 这是多么伟大的一个事件！地球上另一个这么伟大的是藻类啊！,4
879,379297,今年诺贝尔物理奖全是跟研究全球变暖相关的，人类在未来要面对的最大困难和危机就是气候问题，中国那些砖家说今年冬天会更冷，结果现在都十二月份了，辽宁还天天都零上的温度呢，白天都是零上几度，我活三十多年从来没有过这种暖和的十二月，年年都说冬天会更冷，结果东北冬天一年比一年暖和，就冷那么几天，然后就全是暖和天了，间冰期我看就是扯犊子，就是怕承担碳排放量弄的借口，这个时候还整什么借口啊，非得等大灾难都到眼前了才能认清现实吗,1
880,379298,铁子们，关于全球是变暖还是变冷，务必看一下这个视频，央视两位专业的采访，第二位22:44分，外国的永远小心点，丁仲礼问柴静：中国人是不是人？（完整版）,3
881,379421,说了半天竟然是恰饭，大失所望,4
882,379448,发达国家们，您老不搞那些除了虚拟的数字什么都不产出还排放巨量二氧化碳的虚拟经济会shi吗？噢好像真会下位发展中国家们，我知道你们受制于生产力水平发展粗放，但不限制你们的发展我们都得si，只si你们总比所有人都si强多,2
883,379451,现在环保♻️是错的，不符合b站用户主流价值观,2
884,379452,现在有个最简单的事情让我绝对支持新能源环保其实光伏发电成本已经比火电便宜了意思是说就算按照资本程度来说新能源也是未来,3
885,379474,看到Up主的视频我突然有了如下联想，不知道是否正确，请诸位来帮忙算一下：----从高空俯瞰大地观察人类，就像俯视蝼蚁。高耸的非洲白蚁窝就像城市楼宇。首先映入眼帘的是建筑——我们最引以为傲的人造物之一。建筑用【水泥】，是人类历史上生产时间最长，生产体量最大的商品之一。----而水泥的制造，两磨一烧，耗能极高。大比例原材料：煅烧石灰石，直接释放近45%质量的CO2。----这么粗略估计下，造一栋楼释放相当于约半栋楼重的CO2，大气压下折算成体积是250倍。1%浓度扩散后，体积25000倍。----跟水泥行业的碳排放比，科技公司的碳排九牛一毛。高耸入云的硅酸盐矩阵，终将成为人类文明的坟墓。——TenderCore2,4
886,379479,全球变暖是事实1.几百年以来的工业发展把地球平均气温提升了快2°2.位于南北极的可燃冰（甲烷）就等着冰川融化后进入大气层3.根据哥本哈根大会的估计，全球需要关闭70%的工厂才能延缓（可燃冰才是大会的根本原因）4.没有国家会主动关闭，美国更是退出了气候协定5.可燃冰（甲烷）泄露以不可阻挡，时间以过，现在只是拖着,1
887,379483,二氧化碳占空气总体积的多少--是0.03%哪怕翻10倍，对空气温度影响微乎其微,2
888,379491,科学家目的只是尽可能使得气候变化可控可预测，这也就是为啥科学家要求减排治污染，不是为了所谓阻止气候变化，而是为了给恐怖直立猿的发展留下适应空间。,3
889,374716,不修内政搞演变，山火燎原人间炼狱，排放温室气体的责任担负的起吗？,4
890,374747,说真的，气候历史上，这真的不算事，不要被气候变暖约束发展，但空气污染确实很重要。,3
891,374750,自己去看历史气候变化，OK？以前的气温比现在还要高，而且气温的总体变化是在下降。到20世纪初才开始回升了一些。而且现在到2020年时候，太阳会进入“超级安静模式”，地球即将进入小冰期，现在全球变暖虽然暂缓了小冰期的进程，但是随着冰川融化，赤道的热量散发到赤道外的效率反倒会变低。,2
892,374776,快请瑞典女孩,2
893,374843,特朗普:看不见！看不见就是看不见，融的这么慢还想做海水？,4
894,374846,急个啥？撑到下个世纪不成问题，10年科技大突破，这个周期还在缩短，没事，科技拯救世界。普通人该吃吃该喝喝。,2
895,374879,反正我们努力了，而且还在努力。。。现在看美国和其它一些排放较高的地方愿不愿意联合起来做点事,1
896,374882,人类最终反噬自己！,1
897,374883,人类总是自以为是地说自己在保护地球 地球要我们保护？真看得起自己 事实上我们连自己都没办法保护好,1
898,374895,“中国人每吃一口肉，冰山就融一毫米”,2
899,374929,说点实话：地球其实根本不在乎有多少温度，在乎温度的只是人类。地球大面积环境变化其实在促使人类进化，只不过人类自身不努力适应的话结果就是“灭绝”。,1
900,374942,建议我国真的要在医疗、救灾方面做足准备。照现在全球这么个折腾法，环境恶化加速是板上钉钉的事。冰层融化导致雨水增多、海平面上升、病毒释放，将会是未来几十年很难搞的事情。,1
901,374948,人类贪婪的本性注定无法与自然和谐共存，坦然接受自己的命运吧。,3
902,374963,水位上升，为什么不能人工干预。人工去控制温度。,4
903,374969,巴西烧完澳大利亚烧，澳大利亚烧完美国烧,4
904,374971,拯救地球不是我们的责任，作为食物链的最顶端这是我们的权利，我们从始至终拯救的只是我们自己，那些资本家们脑子都tm疯了。,3
905,374976,人类命运共同体都受到人类命运了，人类就是一整个整体啊！我真不知道西方那些国家在搞什么，地球都没有飞出去，一天天就知道盯着地球那点利益！就地球那点资源，怎么可能支撑得了这么多人类呢？要资源，你们应该上太空啊，太空那么多资源！共同发展科技不好吗？非得搞事儿！,1
906,374994,炒鸡大国都在忙着搞政治选秀，哪有时间陪你关心全球环境问题,4
907,374998,问题是假如那些冰块里面有生物还活着才是最骚的，病毒什么的传播也要时间,4
908,375008,要是崩着崩着f一艘巨型发掘战舰残骸露了出来,4
909,375010,把地球惹急了 全球上演《2012》+《后天》,3
910,375012,地球并不脆弱，脆弱的是人类，而且衪已经送走很多物种了！,1
911,375013,只有危难真正发生在人类面前，人们才会有所行动，即使可能已经太迟,1
912,375024,全球变暖这个锅是全人类的，但是全人类里面有一部分人是积极处理气候问题，而有些人因为自己的一己之私把别的的付出付之一炬。而这个后果是全人类共同承担。,1
913,375026,在科普文章中看到过，冰川融化有可能会释放出远古的病毒，导致新的全球疾病爆发,3
914,375031,不用担心，地球会没事的——在它温度升高到地表所有生物死光以后,3
915,375035,反正我绝望了，地球毁灭是迟早的，只希望不要发生在我们这代就好了，我就是这么自私，我不想要这么死去，后代的事我一个人也管不着了，曾经我也很节约，能不用塑料袋就不用，能节约用水就节约用水.....说什么每个人都做一点小举动就能改变世界都是骗人的，降低了自己的生活的品质，只要人类存在就不可能改变，我不会再去担心自己不环保的举动对地球母亲造成什么伤害，倒不如在末日之前贪婪的疯狂的挥霍地球的寿命，甚至有些快乐，70亿人在一瞬间与我陪葬，那感觉真好！,2
916,375074,看着脊背发凉,1
917,375075,醒是这辈子都不可能的,4
918,375107,造飞船，反正中国发展的终极目的与西方国家发展的终极目的永远不一样。中国发展越来越好，只会让西方嫉妒，保不齐会发生第三次世界大战，核弹满天飞。乘着中国这会劳动力最多的这段时期，造几艘飞船，要有离开这帮SB的打算。,3
919,375108,谁能算一下够一个人喝多少年,4
920,375116,可怜的地球,1
921,375177,人类不是去拯救地球，而是拯救自己。那些资本家不能再只注重眼前的利益了。灾难来临没人能跑的了得。,1
922,198072,罪过灭绝人类的敌人还是人类，可悲！！,1
923,198074,原罪～人类,1
924,198075,啊好心疼,1
925,198088,人类灭亡是必然。中国人也好，外国人也好。此时都在骂着破坏环境的人，转天还不是继续做着违心的事。人之所以成为万物主宰，就在于，人这个动物，足够的自私自利、自以为是、自我欺骗。,3
926,198090,心酸，因动物园禁止投放小零食，东北虎可怜巴巴的坐等游客投放食物,4
927,198092,泪目,1
928,198178,那咋办嘛，中国拼命栽树，国外拼命污染、就会口头环保的漂亮国还有西欧那一票，对地球的作用就是让它快速归零了,3
929,198990,"心疼，却又好像无可奈何,无能为力",1
930,195584,拍照的是？,4
931,195645,说个让大家开心的事，其实现在北极熊的数量正处于历史顶峰中，因为这群大家伙的适应能力比你想想中的还强。所以灭绝啥的就别担心了，当然保护环境还是要重视的适应能力再强吃有辐射的鱼也会生病的@日本,1
932,195650,北极熊很会适应环境的，现在这群跑到陆地上找食物而不是飘在冰上的北极熊就是适应环境的结果，一部分已经学会在陆地上捕食了。将来这群北极熊毛色会变成棕色吧。,3
933,195672,最近日本还往海里倒核电站废水，良心不会痛吗？哎，无能为力，我只想赶紧不作孽的过完这辈子溜了溜了,4
934,195674,之前就看到过一篇关于北极熊的文章，事态很严峻，当时心疼的不行，但还是很无奈，那只北极熊瘦骨嶙峋的，发展中国家和大国的工业排放对环境的破坏是逐年递增的，世界上不止只有中国在搞环境保护，但是能像中国这么用力的去搞的没有几个，我们国家已经算好了的啦，像美国这种资本主义国家，真的双标的一批！,1
935,195714,事实上还有很多人觉得全球变暖并不存在,1
936,195718,可以吧美国那几个政客拿去喂熊,3
937,195759,目前北极熊的数量在2万只左右，很健康的种群数量和日渐恶劣的生存环境完美的提现了北极熊的环境适应能力有多强。不像团子，朱鹮和平头哥凭本事让自己易危和濒危的所以大家暂时不用担心大白熊会灭绝啥的，也别整天对不起了，你说多少遍对不起美国和日本都不会有愧疚心的。,3
938,195771,目前 尚不清楚司机是否脱险,4
939,195772,有动物博主（微博的开水还是谁）说这很正常，北极冬天来临冰层变厚，比起破冰找食物肯定是捡垃圾更容易生存，城市里的流浪猫狗靠捡垃圾为生，熊会捡垃圾没什么过于惊讶的，只能说人类活动影响野生动物，改变他们生活习惯,1
940,195777,这都是欧美国家污染环境吃太多肉排放太多二氧化碳导致！,3
941,195786,生物圈死了算了，人类都是不见棺材不掉泪，我们环保♻️，西方一样在污染，大不了全死呗！,3
942,195788,一说到要环保，有些人就拿美国出来挡枪，问题是为什么要跟别人比烂( ´_ゝ｀)自己该做什么是不会变的吧。少点外卖，不要浪费食物、水、电、热。,1
943,195790,今年是超级冬天，冰川不该是今年融化。,1
944,195796,还有一堆和柴静一样的二鬼子或二极管拿近年碳排放数据说话，你怎么不拿百年碳排放说话？是不是怕暴露欧美峰值远超我国等发展中国家的事实？气候问题不是一朝一夕，现在全球变暖明明是上世纪欧美肆无忌惮的锅，欧美发展上去了转头掐住我国脖子“不许你碳排放了！”，怎么中国人不是人？要中国停止发展可以，欧美先把萨德撤了退出台湾海峡退出南海群岛停止任何分裂我国的恶毒行为，做得到我们可以停下啊。欧美狗做得到吗？？？,2
945,195802,全球变暖究竟是否是骗局?只需要你自己回忆一下十年前或十五年前的冬天是什么时候开始下雪，能下几场，有多大，再类比一下这几年，就明白了，而且以后只会越来越离谱,1
946,195807,"点开之前需要有足够的承受能力  the world is getting worse day by day, what can we do, what should we do",1
947,195808,西方环保、动保口嗨的结果！,3
948,195814,能不能成立个基金给北极熊定点适量投放点吃的,1
949,195816,全世界都在污染环境，那些被我们用完就抛弃，肮脏的东西，以及产生的恶劣影响，绝大多数人都视而不见，计算一小部分人看见了，也积极行动起来想让情况变好，但也无济于事，只要人类还在发展,1
950,195872,2020年中国二氧化碳排放量占全球二氧化碳总排放量的30.93%，占比最大；美国二氧化碳排放量占全球二氧化碳总排放量的13.86%；印度二氧化碳排放量占全球二氧化碳总排放量的7.19%；俄罗斯二氧化碳排放量占全球二氧化碳总排放量的4.48%,1
951,195906,感觉人人有责，不要撇清自己,1
952,195909,请告诉我们，现在我能马上为它们做些什么？,1
953,195911,地球不在乎自己身上有啥生物，折腾来折腾去倒霉的还是人类，不过可惜的是不是所有人都认为远见比眼前利益重要。,1
954,197996,万恶的资本主义,3
955,198001,北极冰川消融可不是好消息,1
956,198002,救救他们吧,1
957,198022,我们在植树，他们还在丧心病狂掠夺资源破坏环境(日本捕鲸杀海豚偷排核废水，这会摆台面上。澳洲山火烧大半年不作为。巴西被掠夺的雨林资源。),1
958,198041,希望各位不要一边感慨，一边在日常生活中连节约能源保护环境都做不到,1
959,198042,毛毛都脏了，好心疼啊，该死的人类,1
960,198051,真的心痛，唉 又无力帮助,1
961,198052,2060年中国将全面实现碳中和，和漂亮国退出巴黎协定形成鲜明对比啊,1
962,198056,说句扯远的话，想想恐龙想想灭绝的物种，我们人类和其他事物或许不经意间就被地球回收了，我们只要在过好自己的生活之余保护环境就可以了，我们有保护地球的能力，但现实却是以人类生存为先,1
963,198058,从小事做起，保护环境，关键是，绝大多数人，做不到，更别提那些为了利益的大型工厂，不择手段。每次看见这类视频，都告诉自己，能尽量不用一次性筷子什么的就不用吧，就这样,1
964,198062,美国就是最大的污染源和资源浪费国,3
965,198081,嘿，哥们别慌，咱们就稍微打个劫,4
966,198082,这样下去很多动物生活都会成问题，不过感觉没有办法,3
967,198094,能不能帮帮它们呢，濒危再帮就太晚了,1
968,195561,人类必须要明白地球不是人类自己的，是所有地球生物的，要学会和谐相处。,1
969,195562,这不得向土澳和加州讹上一笔,4
970,357847,本来就是沙漠化的地，还使劲造唯一的河，现在看来还是我们牛逼，退耕还林治理沙漠，漂亮国果然是地球上的害虫，只会说漂亮话,1
971,357863,昂撒人的精神是什么，从来不懂规划和忍耐，永远是去抢去夺。节约和让步是败者和弱者生存的方式，将所有的精力用在发展上去抢夺所有资源投入燃烧的熔炉，这才造就加州和美国的繁荣。像中国一样相互协调，统筹兼顾，牺牲部分地区和短暂的利益以获取整体的利益，珍惜每一分资源的损有余补不足的做法，美国永远做不到，因为哪怕你做了别人也会沿着你的退让把你撕开，因为美国精神就是损不足补有余的竞争。饮鸩止渴，看你几时完,4
972,357869,突然想起《独立日》这个电影，里面的外星人像蝗虫一样，到处掠夺各个星球的资源，现在看来是照着自己的原型拍的吧！,4
973,357875,我印象深刻的是，几乎家家户户有游泳池，还养了一大片草坪。刷牙不关水龙头，洗澡是泡泡浴,4
